"NUMPOL","EXPO","ZONA","POTENCIA","ANTIGUEDAD_VEHICULO","EDAD_CONDUCTOR","BONO","MARCA","COMBUSTIBLE","DENSIDAD","REGION"
1136227,1,"A",7,13,35,50,2,"E",24,13
1136240,1,"C",7,16,46,50,2,"D",24,13
1136242,0.37,"C",6,3,40,72,3,"D",24,6
1136273,0.19,"C",5,0,45,50,2,"E",26,13
1136276,0.7,"C",4,14,44,56,1,"E",24,13
1136284,0.83,"A",7,15,45,50,2,"E",24,13
1136319,1,"A",7,13,53,50,2,"D",24,13
1136355,1,"A",5,6,43,50,13,"D",24,13
1136357,0.9,"C",5,9,60,50,2,"D",24,13
1136376,1,"D",6,5,70,50,1,"D",24,13
1136420,1,"A",5,5,72,50,1,"E",24,13
1136424,0.46,"A",6,7,48,50,1,"D",24,13
1136438,1,"A",6,3,50,50,2,"D",24,13
1136474,1,"A",4,18,35,50,1,"E",24,13
1136486,0.71,"C",5,4,35,50,1,"D",24,13
1136490,1,"B",6,1,57,50,2,"D",24,13
1136493,0.58,"C",4,10,54,50,1,"E",24,13
1136529,0.28,"A",7,8,32,50,11,"D",24,13
1136574,0.25,"E",4,12,37,68,2,"E",11,7
1136620,0.4,"A",7,17,38,50,2,"E",24,13
1136636,1,"B",5,7,76,50,1,"E",24,13
1136696,1,"A",6,2,70,50,1,"D",24,13
1136733,0.96,"A",6,6,49,50,1,"D",24,13
1136744,1,"A",7,8,51,50,2,"E",24,13
1136870,1,"E",7,21,74,50,3,"E",24,13
1136931,0.18,"C",5,2,76,50,2,"E",24,13
1137004,1,"A",6,8,58,50,2,"D",24,13
1137020,1,"C",7,1,35,50,1,"E",24,13
1137046,0.04,"C",6,14,51,69,1,"D",24,6
1137134,1,"D",5,7,62,50,2,"E",52,13
1137198,1,"A",8,6,46,50,6,"D",25,13
1137200,1,"A",6,7,63,50,2,"D",24,13
1137208,1,"C",7,11,31,60,11,"D",53,9
1137221,0.44,"D",5,0,75,50,3,"E",53,13
1137262,1,"A",6,5,45,50,5,"D",24,13
1137276,1,"B",7,12,34,50,1,"E",52,13
1137317,0.43,"A",4,0,78,50,2,"E",24,13
1137325,1,"C",5,4,57,50,6,"E",82,13
1137415,1,"A",7,5,70,50,6,"E",24,13
1137429,0.84,"B",4,12,61,50,3,"D",54,13
1137497,1,"A",4,27,76,50,1,"E",24,13
1137518,1,"A",6,3,77,50,2,"E",24,13
1137521,0.83,"C",9,11,34,50,10,"D",26,13
1137525,0.35,"A",6,6,46,62,1,"D",24,13
1137583,0.28,"A",5,7,44,50,13,"D",24,13
1137587,1,"C",6,12,40,50,2,"D",24,13
1137598,0.74,"C",9,10,49,50,10,"D",24,13
1137617,0.75,"D",9,17,32,54,13,"D",24,11
1137708,1,"C",7,7,64,50,12,"E",52,13
1137753,0.29,"C",8,5,59,50,2,"D",24,13
1137759,1,"B",6,10,35,57,1,"E",54,10
1137847,1,"E",9,5,52,50,10,"E",53,13
1137860,0.03,"D",4,2,46,50,1,"E",52,13
1137954,1,"C",5,1,58,50,5,"D",53,13
1138039,0.47,"E",5,0,48,50,3,"E",25,13
1138089,1,"A",4,3,40,64,4,"E",25,8
1138130,1,"E",6,5,60,83,5,"E",82,3
1138139,0.26,"C",5,13,40,50,1,"E",24,13
1138145,0.78,"E",6,13,54,76,1,"D",82,5
1138146,0.21,"E",6,13,54,72,1,"D",82,6
1138196,1,"E",8,14,34,68,12,"E",24,7
1138225,1,"D",6,13,53,57,1,"D",82,10
1138248,1,"D",5,2,36,50,5,"D",82,13
1138330,0.78,"D",9,14,55,50,1,"E",82,13
1138341,1,"C",7,5,58,50,2,"D",82,13
1138357,0.71,"B",4,12,49,50,4,"E",24,13
1138366,0.49,"B",6,8,65,50,6,"D",24,13
1138494,0.63,"C",6,1,52,50,5,"D",54,13
1138519,0.16,"D",7,15,63,54,1,"E",82,11
1138558,1,"C",6,5,55,50,6,"D",24,13
1138636,0.87,"C",6,10,33,90,2,"D",82,2
1138644,0.2,"A",6,6,45,50,12,"E",24,13
1138662,1,"C",6,13,54,50,13,"E",11,13
1138672,1,"F",6,3,50,50,2,"D",11,13
1138698,0.04,"A",5,12,76,50,2,"D",24,13
1138718,0.49,"D",7,6,54,50,2,"D",24,13
1138723,1,"E",4,8,36,80,4,"E",82,4
1138730,0.03,"A",7,11,54,50,1,"E",24,13
1138747,0.29,"B",7,9,58,50,4,"D",83,13
1138813,1,"E",6,5,35,53,2,"D",53,13
1138888,1,"D",6,1,39,50,2,"E",11,13
1138928,1,"C",5,2,47,50,4,"E",52,13
1138941,0.81,"C",6,6,32,51,2,"D",53,12
1138947,1,"B",5,9,72,68,3,"E",25,7
1138958,1,"C",10,9,49,50,10,"D",52,13
1138964,0.94,"D",5,3,61,50,1,"E",52,13
1138966,1,"D",5,8,52,59,1,"E",53,13
1138972,0.95,"C",4,8,41,50,5,"E",53,13
1139076,1,"E",7,15,32,54,1,"E",52,11
1139086,1,"C",4,9,46,50,1,"D",53,13
1139122,0.72,"C",6,2,43,50,2,"E",53,13
1139256,0.37,"C",7,13,35,51,2,"E",52,12
1139288,0.3,"D",7,10,40,50,1,"E",24,13
1139295,0.03,"F",5,7,46,50,1,"D",11,13
1139303,0.18,"C",5,1,36,63,1,"E",24,13
1139343,1,"C",4,17,54,50,2,"E",24,13
1139366,1,"A",6,5,39,50,2,"D",24,13
1139419,1,"C",13,28,55,50,2,"E",24,13
1139444,1,"A",4,15,75,50,1,"E",24,13
1139452,0.37,"C",5,5,36,50,1,"D",24,13
1139489,1,"A",7,2,33,50,2,"E",24,13
1139499,0.83,"C",10,9,46,85,5,"D",24,3
1139539,1,"B",5,1,55,50,2,"D",24,13
1139579,0.09,"E",5,12,42,64,2,"E",11,8
1139587,1,"A",4,13,51,50,3,"D",24,13
1139595,0.39,"C",7,0,34,51,1,"D",24,12
1139621,0.54,"A",4,15,45,52,1,"E",24,13
1139639,0.46,"C",7,11,64,50,2,"E",24,13
1139647,0.37,"A",5,11,38,50,2,"D",24,13
1139696,0.12,"C",7,7,35,68,6,"D",91,7
1139743,0.13,"E",7,3,36,51,1,"E",82,12
1139745,0.71,"E",9,0,36,58,1,"E",82,13
1139760,1,"D",5,5,52,51,2,"E",24,12
1139773,1,"A",7,13,50,50,2,"E",24,13
1139775,1,"B",7,12,47,50,5,"E",24,13
1139778,0.05,"B",8,9,55,50,10,"D",24,13
1139800,0.08,"A",7,12,31,51,2,"D",24,12
1139884,0.87,"B",11,8,43,61,1,"E",24,13
1139911,0.09,"D",5,12,49,50,4,"E",82,13
1139933,1,"E",4,10,44,50,4,"E",82,13
1139940,0.32,"E",6,10,33,76,1,"D",24,5
1139949,1,"B",4,12,75,50,2,"E",24,13
1139961,0.77,"E",7,15,39,50,2,"E",82,13
1139985,0.22,"C",6,9,47,50,12,"D",24,13
1139997,0.67,"C",5,3,75,50,2,"D",24,13
1140033,1,"D",7,14,40,76,1,"E",24,5
1140043,0.18,"C",5,12,67,50,5,"E",82,13
1140046,1,"C",6,3,64,50,2,"E",24,13
1140144,0.22,"C",4,7,55,50,2,"E",24,13
1140146,0.37,"A",7,11,32,51,2,"E",52,12
1140150,0.16,"C",4,12,34,51,3,"E",52,12
1140212,0.23,"C",5,15,43,50,3,"E",53,13
1140233,0.00547945205479452,"E",6,14,44,64,2,"E",82,8
1140263,1,"A",4,10,56,50,2,"E",24,13
1140291,1,"A",7,10,36,50,2,"E",24,13
1140293,0.65,"D",5,11,42,50,2,"D",54,13
1140302,1,"C",4,10,65,50,2,"E",53,13
1140336,1,"E",9,12,38,50,12,"E",52,13
1140377,1,"D",4,10,57,50,2,"E",82,13
1140379,1,"D",6,7,32,50,3,"E",53,13
1140448,1,"F",5,4,48,60,3,"E",11,9
1140473,0.53,"A",6,5,32,54,1,"D",24,11
1140514,0.33,"C",4,10,40,51,2,"E",24,12
1140519,0.64,"C",7,15,41,68,1,"E",24,7
1140526,0.01,"A",11,5,78,50,13,"E",24,13
1140530,0.12,"C",7,0,46,50,2,"D",24,13
1140551,0.5,"B",4,12,59,50,1,"D",24,13
1140560,1,"A",6,6,36,75,3,"E",24,5
1140582,0.24,"B",7,6,37,50,2,"D",24,13
1140624,0.05,"B",7,0,37,50,4,"D",11,13
1140674,0.12,"B",7,9,40,50,1,"E",24,13
1140698,0.76,"A",8,6,36,54,2,"D",26,11
1140702,1,"B",4,6,85,50,2,"E",24,13
1140731,1,"A",6,7,67,50,2,"D",24,13
1140734,0.19,"B",4,7,66,50,2,"D",24,13
1140755,1,"A",6,10,39,50,1,"D",52,13
1140773,1,"A",6,16,76,50,2,"D",24,13
1140834,1,"C",5,2,35,50,1,"E",24,13
1140843,1,"A",6,5,56,50,1,"D",24,13
1141014,1,"C",5,1,45,50,2,"D",26,13
1141018,0.4,"E",4,12,35,64,2,"D",82,8
1141021,1,"D",6,7,36,51,3,"D",82,12
1141063,1,"C",7,5,34,50,1,"E",82,13
1141065,0.27,"C",5,6,52,50,5,"D",24,13
1141078,1,"A",6,10,58,50,1,"D",52,13
1141123,1,"C",4,12,58,50,1,"E",53,13
1141129,1,"E",8,1,58,50,2,"E",53,13
1141198,1,"C",6,3,52,50,1,"E",53,13
1141221,1,"C",11,19,37,64,3,"E",52,8
1141244,0.43,"D",6,11,47,90,3,"E",53,2
1141374,1,"D",7,2,45,50,4,"E",53,13
1141393,1,"C",7,4,66,50,2,"E",53,13
1141395,0.45,"A",6,12,62,50,1,"D",24,13
1141409,1,"E",7,18,46,50,1,"E",52,13
1141434,1,"D",5,7,30,63,5,"D",24,13
1141476,0.68,"C",5,7,30,60,1,"E",82,9
1141501,0.04,"B",7,3,35,67,2,"D",24,7
1141548,0.89,"D",6,11,46,51,2,"D",82,12
1141660,1,"E",7,12,59,50,3,"E",93,13
1141795,1,"A",6,7,46,50,1,"D",52,13
1141797,1,"A",5,9,40,50,2,"D",54,13
1141815,1,"C",6,1,71,50,2,"E",53,13
1141817,1,"C",4,2,71,50,12,"E",52,13
1141875,0.89,"D",7,11,35,50,2,"D",52,13
1141881,0.00821917808219178,"C",6,1,49,62,2,"D",53,13
1141931,1,"C",6,15,34,50,12,"E",25,13
1141938,1,"C",9,12,38,60,3,"E",53,9
1141961,1,"C",5,11,75,50,1,"E",25,13
1141997,1,"D",6,2,32,50,1,"D",24,13
1142055,0.17,"C",7,10,30,60,6,"E",52,9
1142078,1,"C",6,9,40,50,1,"E",53,13
1142080,0.1,"C",5,9,35,50,2,"D",52,13
1142093,1,"C",5,3,34,60,2,"D",53,9
1142146,0.49,"D",6,6,33,54,1,"D",54,11
1142179,0.17,"E",5,8,49,80,6,"E",11,4
1142195,1,"C",6,8,33,50,2,"D",24,13
1142252,0.93,"C",7,13,66,50,2,"D",24,13
1142256,0.71,"D",5,8,30,76,2,"D",24,5
1142262,1,"B",9,8,38,50,1,"E",24,13
1142267,0.12,"C",6,5,63,53,6,"D",24,13
1142302,0.49,"B",8,13,49,50,6,"D",24,13
1142325,0.95,"E",4,7,45,50,2,"D",24,13
1142348,1,"A",7,9,55,50,2,"D",24,13
1142400,0.28,"A",7,2,59,50,10,"D",24,13
1142406,1,"C",5,13,41,50,6,"E",24,13
1142418,1,"C",5,3,30,56,1,"D",11,13
1142446,0.03,"C",7,16,46,57,2,"E",24,10
1142456,1,"A",5,13,81,50,2,"E",24,13
1142548,1,"D",6,7,54,50,2,"D",24,13
1142554,0.1,"B",6,3,49,72,13,"D",26,6
1142622,0.2,"A",5,7,31,72,5,"D",24,6
1142634,1,"C",6,14,38,118,2,"E",82,-1
1142685,0.08,"E",5,10,31,74,3,"D",82,5
1142692,0.25,"C",4,18,37,71,5,"E",82,6
1142718,0.47,"A",6,8,31,63,1,"D",26,13
1142731,0.06,"E",4,12,47,50,6,"D",82,13
1142735,0.24,"E",6,5,34,90,5,"E",82,2
1142748,0.24,"C",6,6,52,50,2,"D",82,13
1142765,1,"A",6,5,42,50,3,"E",74,13
1142787,0.14,"C",6,6,69,50,1,"D",24,13
1142817,0.26,"B",6,13,42,56,1,"D",24,13
1142891,1,"F",7,12,60,50,2,"E",11,13
1142907,1,"A",7,6,38,50,1,"D",24,13
1142910,1,"F",10,3,66,50,2,"E",11,13
1142996,0.1,"A",4,13,50,50,1,"E",24,13
1143007,0.46,"A",5,6,39,50,1,"E",24,13
1143041,0.49,"A",4,9,31,68,2,"E",24,7
1143055,0.5,"C",7,8,57,50,2,"D",24,13
1143084,1,"A",9,2,55,50,6,"D",24,13
1143114,0.61,"C",5,9,49,51,2,"D",24,12
1143118,1,"B",5,11,80,50,2,"D",24,13
1143132,0.98,"B",6,5,30,50,1,"D",52,13
1143174,1,"A",13,3,49,50,13,"E",24,13
1143200,0.05,"B",13,12,47,50,11,"E",91,13
1143220,1,"D",5,3,31,50,2,"E",11,13
1143232,0.51,"E",7,10,50,53,11,"D",24,13
1143237,0.45,"E",5,10,44,50,1,"E",82,13
1143298,0.99,"C",4,0,37,50,2,"E",11,13
1143325,1,"C",4,10,37,50,3,"D",11,13
1143327,1,"A",8,10,32,51,2,"E",24,12
1143361,0.83,"A",5,1,75,55,3,"D",23,13
1143374,1,"C",5,13,45,50,1,"E",53,13
1143395,0.66,"A",5,9,36,50,1,"D",24,13
1143448,0.54,"C",5,6,46,50,1,"E",52,13
1143489,0.49,"B",4,12,67,50,4,"E",54,13
1143491,0.34,"B",4,0,67,50,2,"E",54,13
1143513,1,"C",6,1,42,53,1,"D",53,13
1143528,0.74,"E",7,7,42,50,12,"E",52,13
1143531,1,"C",4,2,43,50,12,"E",52,13
1143552,1,"D",4,12,52,60,1,"E",54,9
1143571,0.14,"C",6,9,36,51,1,"D",52,12
1143585,0.06,"C",12,1,34,57,12,"D",53,10
1143631,0.05,"B",7,2,35,54,1,"D",54,11
1143637,1,"C",4,10,60,50,13,"E",26,13
1143647,0.39,"D",10,4,42,50,10,"E",24,13
1143678,0.77,"D",7,12,38,50,2,"E",24,13
1143686,0.35,"B",4,1,72,62,2,"E",24,13
1143715,1,"C",7,10,33,60,2,"D",24,9
1143759,1,"B",6,12,33,67,1,"D",24,7
1143806,0.96,"D",5,5,53,50,2,"D",24,13
1143820,1,"C",6,4,32,51,2,"D",24,12
1143822,1,"A",4,17,57,50,2,"E",24,13
1143879,1,"E",7,16,53,50,1,"E",11,13
1143889,1,"B",6,14,35,50,2,"D",24,13
1143934,0.07,"A",10,14,49,50,13,"D",52,13
1143963,1,"A",7,19,50,50,1,"E",24,13
1143984,1,"B",7,6,38,50,1,"D",24,13
1143989,1,"C",5,2,30,50,1,"D",24,13
1144011,0.01,"A",6,2,48,58,5,"D",24,13
1144030,0.22,"E",6,6,66,50,3,"E",24,13
1144033,0.64,"A",7,0,26,60,4,"E",24,9
1144042,1,"B",6,11,68,50,1,"D",24,13
1144117,1,"C",4,13,33,50,5,"E",24,13
1144190,0.49,"B",7,18,42,60,1,"E",24,9
1144209,1,"A",4,3,78,50,1,"E",24,13
1144275,1,"D",6,13,41,50,3,"E",82,13
1144304,1,"D",9,9,40,50,3,"E",24,13
1144345,1,"D",6,11,51,50,1,"E",53,13
1144371,0.43,"B",7,13,60,62,3,"E",82,13
1144429,0.33,"F",8,10,44,50,1,"E",11,13
1144451,1,"B",7,11,37,60,3,"E",24,9
1144492,1,"C",6,7,68,62,1,"E",82,13
1144547,0.24,"B",5,3,42,68,1,"D",24,7
1144635,1,"D",7,15,63,50,1,"E",23,13
1144683,1,"A",5,5,70,50,1,"E",25,13
1144695,1,"C",6,14,69,50,1,"E",53,13
1144701,1,"E",7,2,40,50,1,"E",52,13
1144703,0.41,"E",7,4,41,50,1,"E",53,13
1144726,1,"C",5,6,48,50,3,"D",53,13
1144748,0.73,"B",7,19,47,72,2,"D",52,6
1144756,1,"B",4,12,33,60,5,"E",52,9
1144770,0.49,"B",4,4,47,50,6,"E",52,13
1144843,1,"A",11,3,51,60,12,"D",26,9
1144858,1,"D",4,13,62,50,1,"E",54,13
1144889,1,"C",6,12,67,50,1,"E",53,13
1144912,1,"C",5,6,61,50,5,"D",53,13
1144920,0.07,"C",7,3,39,50,1,"E",54,13
1144924,1,"E",6,11,37,56,5,"E",52,13
1144966,0.31,"D",6,8,31,68,3,"E",52,7
1144967,0.06,"D",5,1,31,68,3,"E",52,7
1145035,0.94,"C",9,1,57,50,3,"D",53,13
1145083,1,"B",8,7,49,50,13,"D",23,13
1145096,0.94,"A",7,8,39,95,2,"E",54,1
1145144,0.74,"C",7,6,60,50,1,"D",53,13
1145157,1,"C",5,3,70,50,1,"E",53,13
1145211,1,"C",5,2,63,50,2,"E",53,13
1145233,1,"C",6,7,47,50,3,"D",52,13
1145245,0.05,"E",6,19,42,55,1,"E",52,13
1145316,1,"C",4,6,55,50,2,"E",53,13
1145330,0.3,"B",9,5,76,50,1,"D",53,13
1145393,0.03,"B",7,16,33,57,1,"E",52,10
1145400,0.51,"C",6,3,39,59,1,"D",52,13
1145436,0.55,"C",8,6,44,106,1,"D",24,-1
1145501,0.78,"C",7,13,31,54,2,"D",24,11
1145533,0.35,"E",11,6,39,50,4,"E",52,13
1145536,0.5,"D",6,1,40,50,3,"D",52,13
1145588,0.59,"A",7,10,37,50,2,"D",24,13
1145607,0.77,"E",7,8,30,56,1,"D",82,13
1145611,1,"E",5,1,61,50,4,"D",72,13
1145668,0.87,"A",6,14,36,50,1,"D",25,13
1145687,1,"E",5,14,42,54,1,"D",82,11
1145735,0.54,"C",7,100,40,64,2,"D",82,8
1145781,0.29,"C",5,17,37,57,3,"D",23,10
1145793,1,"C",7,7,45,64,1,"E",24,8
1145795,0.16,"B",4,17,33,85,2,"E",24,3
1145858,0.65,"C",7,5,29,60,1,"E",82,9
1145881,1,"C",9,9,62,52,2,"E",53,13
1145896,1,"A",6,10,33,51,2,"D",24,12
1145926,1,"C",6,3,45,64,3,"E",52,8
1145928,0.22,"E",5,2,42,50,2,"D",52,13
1145942,1,"E",5,6,87,64,1,"E",82,8
1145980,1,"D",5,13,47,50,13,"D",82,13
1145992,1,"E",6,7,35,50,2,"E",52,13
1146016,0.21,"C",6,3,66,72,1,"E",26,6
1146023,1,"A",8,16,50,50,13,"D",24,13
1146027,1,"C",5,6,37,54,2,"D",53,11
1146087,1,"E",5,4,35,50,2,"E",54,13
1146114,0.91,"C",7,15,51,52,2,"E",82,13
1146116,1,"A",6,12,31,54,1,"D",24,11
1146155,0.45,"C",10,0,63,50,10,"D",24,13
1146238,1,"D",7,18,67,50,2,"E",24,13
1146314,1,"C",4,10,43,50,6,"E",26,13
1146334,0.78,"A",6,10,60,50,2,"E",24,13
1146357,0.76,"D",5,11,46,50,3,"D",53,13
1146393,1,"C",5,2,52,50,5,"D",24,13
1146429,1,"D",4,18,60,50,14,"E",52,13
1146437,1,"F",6,10,36,50,1,"D",11,13
1146456,0.55,"A",5,15,32,68,2,"E",24,7
1146474,0.23,"E",4,16,36,51,3,"D",31,12
1146491,1,"A",6,8,45,50,2,"D",25,13
1146520,0.24,"D",7,4,57,50,2,"E",52,13
1146534,1,"C",8,4,51,50,2,"D",53,13
1146562,0.5,"D",5,7,30,80,1,"E",11,4
1146575,1,"D",5,9,51,50,2,"D",24,13
1146587,1,"C",10,22,30,72,2,"D",24,6
1146591,0.42,"A",7,17,37,50,2,"E",54,13
1146601,0.36,"A",7,20,43,57,1,"E",24,10
1146628,0.12,"D",4,10,59,54,6,"E",52,11
1146653,0.78,"C",4,3,54,50,2,"E",25,13
1146726,0.12,"C",4,20,26,72,2,"E",24,6
1146797,1,"A",5,9,28,54,4,"D",24,11
1146807,1,"D",7,9,70,50,2,"E",52,13
1146833,1,"C",6,5,27,54,2,"D",24,11
1146898,0.06,"D",6,7,36,60,2,"D",24,9
1146922,0.36,"B",7,15,61,50,2,"E",54,13
1146957,1,"C",7,8,47,50,12,"E",25,13
1146965,1,"E",5,4,32,68,1,"D",24,7
1146993,0.41,"D",5,10,53,50,2,"D",53,13
1146996,0.02,"D",5,7,48,50,5,"D",11,13
1147031,0.91,"A",5,18,38,57,1,"E",24,10
1147071,0.79,"D",10,14,36,50,4,"E",53,13
1147114,1,"D",5,3,64,57,1,"D",82,10
1147119,1,"C",6,6,39,50,2,"D",53,13
1147161,1,"C",7,14,53,100,1,"E",24,0
1147205,0.06,"B",4,6,27,72,2,"E",24,6
1147214,1,"A",4,10,71,50,2,"D",24,13
1147288,0.4,"C",4,4,51,56,2,"E",82,13
1147326,1,"F",10,15,47,50,1,"E",11,13
1147375,0.05,"B",5,2,33,100,2,"D",52,0
1147379,1,"A",4,19,43,50,1,"E",24,13
1147399,0.07,"D",6,12,28,60,3,"E",82,9
1147447,1,"B",5,13,32,76,2,"D",82,5
1147461,0.68,"D",5,10,61,57,3,"D",53,10
1147498,0.25,"D",6,5,50,50,2,"D",54,13
1147526,0.01,"A",8,0,30,57,4,"D",91,10
1147548,1,"C",4,17,59,76,5,"E",11,5
1147589,0.83,"E",8,13,32,57,12,"E",52,10
1147617,0.78,"A",12,4,35,50,10,"D",41,13
1147620,1,"C",5,8,33,50,13,"D",52,13
1147629,0.24,"E",4,12,33,80,14,"E",82,4
1147669,1,"C",10,4,52,50,1,"E",24,13
1147676,0.17,"C",4,9,22,76,1,"E",24,5
1147694,1,"E",5,15,73,50,1,"E",52,13
1147732,1,"A",5,13,28,54,5,"D",54,11
1147784,0.61,"C",6,10,29,85,2,"E",24,3
1147791,1,"C",5,10,37,54,2,"D",25,11
1147851,0.04,"B",6,9,50,57,2,"D",24,10
1147863,1,"C",9,4,50,50,2,"E",24,13
1147880,1,"B",4,7,53,50,2,"E",24,13
1147903,0.06,"A",6,3,55,50,2,"D",24,13
1147910,1,"A",8,15,44,50,2,"D",24,13
1147928,0.91,"A",6,3,30,64,5,"D",24,8
1147960,1,"C",7,6,47,50,5,"D",52,13
1147971,1,"A",4,11,29,54,2,"E",24,11
1147983,1,"E",8,16,66,50,1,"D",26,13
1148014,0.58,"C",6,11,43,50,2,"D",24,13
1148025,1,"A",7,5,75,62,2,"E",24,13
1148034,1,"B",7,16,61,50,11,"D",25,13
1148165,1,"A",6,16,46,50,2,"E",24,13
1148167,0.74,"A",5,13,68,50,2,"E",24,13
1148176,0.13,"A",4,0,56,50,2,"E",24,13
1148198,1,"B",5,4,72,76,1,"E",53,5
1148301,0.91,"C",7,10,65,50,2,"D",54,13
1148533,0.35,"C",7,5,36,50,1,"D",24,13
1148551,0.43,"A",6,2,71,50,2,"E",24,13
1148584,0.09,"C",8,20,57,50,1,"E",53,13
1148613,1,"A",6,10,62,50,1,"D",54,13
1148668,0.24,"C",6,13,36,60,1,"D",24,9
1148686,1,"D",6,7,37,50,1,"D",53,13
1148733,1,"A",6,1,53,50,2,"D",24,13
1148901,1,"A",4,9,40,50,6,"E",24,13
1148919,1,"D",7,2,58,52,10,"D",82,13
1148982,1,"D",6,8,32,50,1,"D",53,13
1148986,0.81,"B",4,14,25,68,1,"E",52,7
1148996,0.1,"A",6,2,36,50,5,"D",73,13
1148998,0.5,"E",13,9,55,50,12,"E",11,13
1149010,1,"B",6,15,37,50,2,"E",53,13
1149071,0.23,"A",6,3,41,50,1,"D",24,13
1149113,0.74,"C",10,4,47,54,11,"E",53,11
1149125,1,"F",6,9,65,50,2,"E",11,13
1149148,0.83,"A",4,11,35,63,2,"E",24,13
1149153,0.07,"D",4,2,56,50,3,"D",11,13
1149215,1,"B",7,12,33,85,2,"D",11,3
1149228,1,"C",7,4,47,54,1,"D",11,11
1149234,0.33,"A",7,16,40,50,2,"E",24,13
1149280,0.28,"B",7,9,51,50,1,"E",52,13
1149290,0.2,"A",6,2,28,54,1,"E",52,11
1149309,0.12,"D",6,10,35,80,1,"D",24,4
1149340,0.62,"E",6,3,50,53,5,"D",53,13
1149367,0.32,"C",4,11,47,50,3,"D",24,13
1149425,1,"D",6,5,37,80,1,"E",53,4
1149435,0.41,"C",6,8,21,60,1,"D",24,9
1149512,0.83,"A",6,7,48,50,1,"D",26,13
1149620,0.3,"D",7,4,33,60,13,"E",24,9
1149645,0.56,"C",6,0,50,50,1,"D",24,13
1149650,1,"C",5,5,55,50,6,"E",53,13
1149674,1,"C",4,16,39,50,2,"E",52,13
1149676,1,"C",8,11,73,50,1,"D",53,13
1149718,1,"A",10,12,58,50,4,"E",82,13
1149765,0.87,"C",5,3,61,50,1,"E",52,13
1149778,0.23,"A",7,0,59,50,3,"D",82,13
1149817,1,"E",5,3,41,50,2,"E",93,13
1149871,1,"C",8,6,22,50,3,"E",93,13
1149967,0.37,"D",5,11,42,57,5,"D",82,10
1149981,1,"E",6,13,39,50,1,"D",24,13
1150015,0.54,"E",7,12,49,59,13,"E",24,13
1150034,1,"B",6,7,37,64,2,"D",24,8
1150064,1,"A",6,12,37,50,1,"D",52,13
1150142,0.49,"A",10,12,64,50,3,"E",73,13
1150149,1,"A",4,2,33,51,2,"E",52,12
1150183,0.19,"B",5,1,71,50,4,"D",24,13
1150229,0.15,"E",5,8,28,68,1,"E",52,7
1150230,0.84,"E",5,8,28,54,1,"E",52,11
1150249,1,"D",4,4,36,50,6,"E",82,13
1150294,1,"D",8,4,27,50,6,"D",82,13
1150312,0.54,"C",7,12,41,60,1,"D",24,9
1150334,0.92,"C",6,7,33,67,5,"D",24,7
1150350,1,"A",6,11,72,50,12,"E",24,13
1150353,0.16,"B",7,10,29,72,1,"D",24,6
1150393,1,"F",5,2,33,51,1,"D",11,12
1150397,1,"B",7,7,39,50,1,"D",52,13
1150437,1,"C",9,23,35,50,2,"E",52,13
1150444,0.31,"A",5,12,28,72,2,"D",24,6
1150466,0.45,"C",7,12,47,50,3,"E",53,13
1150498,0.07,"C",4,0,52,50,1,"E",53,13
1150503,0.14,"E",8,12,49,57,14,"D",82,10
1150507,0.37,"B",5,15,34,50,2,"D",53,13
1150525,0.32,"D",8,13,27,100,2,"E",52,0
1150535,1,"A",6,3,70,50,1,"E",24,13
1150537,1,"F",8,21,69,50,2,"E",11,13
1150543,0.08,"C",5,6,30,64,5,"D",82,8
1150547,0.67,"D",4,4,28,76,1,"E",54,5
1150576,1,"B",4,16,58,85,1,"E",24,3
1150597,1,"D",6,12,39,50,2,"E",52,13
1150660,0.61,"A",6,4,29,60,2,"D",24,9
1150670,0.14,"E",7,14,34,80,2,"E",11,4
1150700,1,"E",7,11,55,50,3,"E",22,13
1150721,0.6,"B",11,15,52,50,3,"E",24,13
1150749,1,"A",10,12,45,50,2,"D",24,13
1150761,1,"D",4,9,48,50,6,"E",42,13
1150781,0.49,"D",4,6,29,60,6,"E",82,9
1150820,0.3,"C",5,5,39,50,4,"D",53,13
1150856,0.2,"C",6,4,34,55,2,"D",53,13
1150936,0.22,"A",7,3,51,50,1,"D",24,13
1150941,1,"C",7,10,54,50,1,"E",54,13
1150949,0.33,"D",7,0,50,50,4,"E",53,13
1151022,1,"B",4,9,82,50,2,"E",24,13
1151043,1,"A",6,9,29,51,1,"E",24,12
1151061,1,"B",5,17,62,50,2,"E",24,13
1151065,0.58,"F",6,3,31,51,2,"E",11,12
1151098,1,"A",4,16,27,57,6,"E",24,10
1151111,1,"D",4,11,47,50,3,"D",52,13
1151149,0.89,"E",5,4,36,50,3,"D",11,13
1151164,0.41,"A",8,9,29,85,1,"D",24,3
1151182,1,"D",7,8,28,57,1,"D",82,10
1151210,1,"C",7,1,52,50,2,"E",24,13
1151243,0.01,"A",9,2,63,50,2,"E",24,13
1151258,1,"C",5,7,47,50,3,"D",24,13
1151291,1,"A",5,2,52,50,1,"E",24,13
1151346,0.64,"D",7,0,28,85,1,"E",24,3
1151372,1,"D",5,4,32,54,5,"D",24,11
1151374,1,"C",6,12,32,50,1,"D",24,13
1151391,1,"A",9,14,50,50,1,"E",24,13
1151488,0.68,"A",4,10,35,68,2,"D",24,7
